seller_state,product_id,product_category_name,receita_total,product_category_name
GO,e9ef247417650a07f8cf312c16904d74,cama_mesa_banho,110.0,cama_mesa_banho
MG,04a3191f211edc97716020026d05d260,cama_mesa_banho,231.8,cama_mesa_banho
MG,05d80513da078badb81a5f232e489376,cama_mesa_banho,309.6,cama_mesa_banho
MG,086351823300e0339f6955b27998c186,cama_mesa_banho,449.7,cama_mesa_banho
MG,0c22c51625fc11357a8356efa31fe89f,cama_mesa_banho,149.0,cama_mesa_banho
MG,0d16d327b79bf9a0ccc7a4fa02ff7a83,cama_mesa_banho,39.9,cama_mesa_banho
MG,0ebeefa6b739bd9605dec426c7c8a11e,cama_mesa_banho,99.97,cama_mesa_banho
MG,0ed343b480193b11dbe4dfa81ac98ff1,cama_mesa_banho,59.5,cama_mesa_banho
MG,10262dd1d69315c5a855b40812520578,cama_mesa_banho,79.8,cama_mesa_banho
MG,11ebbade0d9bf72ea23f49ef78f4b6b8,cama_mesa_banho,69.9,cama_mesa_banho
MG,1498bc64386d231c0b467a99561b1760,cama_mesa_banho,55.5,cama_mesa_banho
MG,181ce2dfd0a0d91969baabcb6df39bb9,cama_mesa_banho,73.4,cama_mesa_banho
MG,183219d1fb636eb94e843223054122ae,cama_mesa_banho,89.9,cama_mesa_banho
MG,189c49b159a847050e52afe5ec8d42c5,cama_mesa_banho,855.6,cama_mesa_banho
MG,1fcb60b5848efd11d95695cbad320c14,cama_mesa_banho,329.9,cama_mesa_banho
MG,2356ba945ec07ec8fab8223d9e98906b,cama_mesa_banho,129.8,cama_mesa_banho
MG,249da6972f14b13495be6a75239e9a91,cama_mesa_banho,90.8,cama_mesa_banho
MG,2621700be84cca4a1797b54785f43b1b,cama_mesa_banho,426.0,cama_mesa_banho
MG,28bc7d95951d962dd5cdda791e07b56f,cama_mesa_banho,479.64,cama_mesa_banho
MG,29353bc591cb0f1a7cfa75382a0c6170,cama_mesa_banho,119.9,cama_mesa_banho
MG,300a260403e9dddec957d7f272faf20e,cama_mesa_banho,49.97,cama_mesa_banho
MG,32edb2bfa4cfffed1e335945b86bc872,cama_mesa_banho,209.91,cama_mesa_banho
MG,33b0f8037510c23d243bb510d7d6e07d,cama_mesa_banho,69.9,cama_mesa_banho
MG,33e0cfd1cd80a0491da068d7a7f93ff8,cama_mesa_banho,169.9,cama_mesa_banho
MG,34f43f2313b41bbb5cd668a24d2f33e3,cama_mesa_banho,51.9,cama_mesa_banho
MG,37ca4ae4320cdda8a0ef625049f4cb88,cama_mesa_banho,269.7,cama_mesa_banho
MG,393a34515d1baf69f595647e2d74c62f,cama_mesa_banho,59.9,cama_mesa_banho
MG,3d13d2c1176a1a94d48df83ac45204bb,cama_mesa_banho,69.97,cama_mesa_banho
MG,3daf6db466fe8366db873ecbb2fd45d6,cama_mesa_banho,119.97,cama_mesa_banho
MG,3ec2984cb2de1675a0306bfc60dbe5a5,cama_mesa_banho,819.3,cama_mesa_banho
MG,41da75141264c3bde21ecea85a4cb8b7,cama_mesa_banho,768.0,cama_mesa_banho
MG,43d08d005661de0f514987971512b9fd,cama_mesa_banho,29.97,cama_mesa_banho
MG,444d53deb5d80250e5e44dd416f20298,cama_mesa_banho,259.0,cama_mesa_banho
MG,45af706a261242e1f74e90aee7b49a5b,cama_mesa_banho,299.5,cama_mesa_banho
MG,4886ee6eaf4ab72e0e91ed0c42815f49,cama_mesa_banho,69.9,cama_mesa_banho
MG,4e3550b4ebca5e32ccc3d32b3470e31f,cama_mesa_banho,119.0,cama_mesa_banho
MG,4e62b4abde1f1c9000dec8f2b5cc226e,cama_mesa_banho,89.9,cama_mesa_banho
MG,50f45d42cdfecd33a2424a1c617d251f,cama_mesa_banho,49.97,cama_mesa_banho
MG,50fe86b557f5fa0dd5d24d5d105e4ec7,cama_mesa_banho,255.6,cama_mesa_banho
MG,55173a802b298464557e1f61c71927bf,cama_mesa_banho,69.9,cama_mesa_banho
MG,56a46955ecaf11d037f22e3f11b903d7,cama_mesa_banho,269.91,cama_mesa_banho
MG,588ec31c89dea5de5dc87e15790df3f4,cama_mesa_banho,779.61,cama_mesa_banho
MG,595199b11447ed4b73d031d3edaa6bdd,cama_mesa_banho,194.4,cama_mesa_banho
MG,5b59b0c94f8e31d14fe89dbbfda3df6c,cama_mesa_banho,209.7,cama_mesa_banho
MG,5bd6c3f52d2574ceaa8f55cbed201dab,cama_mesa_banho,29.97,cama_mesa_banho
MG,5d92abea542c2022dfee91dd630f2697,cama_mesa_banho,129.9,cama_mesa_banho
MG,5eefc29e3d0cf6cbb58c63fd7e3f815f,cama_mesa_banho,119.8,cama_mesa_banho
MG,60bb4500843105345ef9541e59a7a87a,cama_mesa_banho,109.9,cama_mesa_banho
MG,62cf23497081c863dc4b2935c279d5a0,cama_mesa_banho,67.99,cama_mesa_banho
MG,630a236cea73f2eb6900f74e1cb2eb62,cama_mesa_banho,49.9,cama_mesa_banho
MG,6668e2c5a29f47a016858f28a3673e4a,cama_mesa_banho,219.0,cama_mesa_banho
MG,67810bda0db346d0eee1ac3c6314af35,cama_mesa_banho,109.9,cama_mesa_banho
MG,68e6674feb1930d0886bf0227361433d,cama_mesa_banho,149.9,cama_mesa_banho
MG,691951678a17b3cf3667385513e1137b,cama_mesa_banho,85.97,cama_mesa_banho
MG,6c1f4831ccdb5827090656c9f1551d3e,cama_mesa_banho,109.9,cama_mesa_banho
MG,739e8ddbbd7a0d61e33949614a14d8cb,cama_mesa_banho,165.8,cama_mesa_banho
MG,73f5461cce8ab8a4db14936789113bfc,cama_mesa_banho,99.9,cama_mesa_banho
MG,759a621a474d573cb8c2e402a51955bb,cama_mesa_banho,65.8,cama_mesa_banho
MG,762c5d72dfd6cb77f19a9e1fd79e43fb,cama_mesa_banho,89.91,cama_mesa_banho
MG,7721582bb750762d81850267d19881c1,cama_mesa_banho,773.49,cama_mesa_banho
MG,7cd77cb177ba74f48a7d7ede2531beb2,cama_mesa_banho,89.9,cama_mesa_banho
MG,7ee482af805775c6a03ea2817054d1c5,cama_mesa_banho,37.6,cama_mesa_banho
MG,811f973313e8219988a69cc140c447f0,cama_mesa_banho,769.2,cama_mesa_banho
MG,84d579e4a2b5057819fbc61e92d6d883,cama_mesa_banho,104.0,cama_mesa_banho
MG,867860cb9f8724722b424497dfe1d491,cama_mesa_banho,209.7,cama_mesa_banho
MG,86aa61695c6b6cbf8dbbd986e04f673c,cama_mesa_banho,79.8,cama_mesa_banho
MG,86ae34138b66d08c1d885736ba39e6df,cama_mesa_banho,89.9,cama_mesa_banho
MG,8815734317fa2693bcce3db610158d92,cama_mesa_banho,279.6,cama_mesa_banho
MG,8aa87bc5f3053b4df2b05a2d3059790b,cama_mesa_banho,528.0,cama_mesa_banho
MG,8acf0061d1c7b72c3a4857db994ecc79,cama_mesa_banho,169.94,cama_mesa_banho
MG,8c5de6354d95c9a3cd8243bbab60d301,cama_mesa_banho,159.6,cama_mesa_banho
MG,8d48ed27eb7397426bd25ee9cb6688ad,cama_mesa_banho,65.8,cama_mesa_banho
MG,8fa15c06c596b8e4c43a9ff94ed8b410,cama_mesa_banho,89.97,cama_mesa_banho
MG,9111e84f174a6bef20d95fa5d5f8dde2,cama_mesa_banho,74.9,cama_mesa_banho
MG,9116d72465bec45e9931216018aa5b2d,cama_mesa_banho,150.0,cama_mesa_banho
MG,9394f87dc3875b085ec46efca4822642,cama_mesa_banho,274.5,cama_mesa_banho
MG,9847d08b81ab75c5bdaf6823c7fe00b2,cama_mesa_banho,213.3,cama_mesa_banho
MG,98c99bc0b3ee623212b9fbcaba10740a,cama_mesa_banho,89.9,cama_mesa_banho
MG,9957ffc65a8cdbdc39584b7fc0b42aae,cama_mesa_banho,93.97,cama_mesa_banho
MG,9ae3dacfd2327107a1e28274fac25a4e,cama_mesa_banho,109.9,cama_mesa_banho
MG,9c74c26ab807a4a6a5c1dd3c0a112d76,cama_mesa_banho,39.9,cama_mesa_banho
MG,9cec1c525c7f0c91eb24c74d790d59ef,cama_mesa_banho,299.91,cama_mesa_banho
MG,9da6fbcdb4cc9d08de3c70331ea19a5f,cama_mesa_banho,529.5,cama_mesa_banho
MG,a04a2402a7774ba53d10ed2ce29715e3,cama_mesa_banho,399.88,cama_mesa_banho
MG,a81fc5e66120ebdb295873f74a45c5b7,cama_mesa_banho,124.0,cama_mesa_banho
MG,a8a6407563f042ecbfd5e63dca6453c5,cama_mesa_banho,119.9,cama_mesa_banho
MG,acca44839604b80bb0f222453e281976,cama_mesa_banho,45.9,cama_mesa_banho
MG,ad8efe3688ce3a566187905f9830fa97,cama_mesa_banho,199.8,cama_mesa_banho
MG,aedb09a73deda537456636dad7696b64,cama_mesa_banho,99.97,cama_mesa_banho
MG,afcb7e4c28a7bd94e28dc126c3968c6f,cama_mesa_banho,179.8,cama_mesa_banho
MG,b22fd976711109004375eea45d21fe23,cama_mesa_banho,59.9,cama_mesa_banho
MG,b28c74943399164661bb5350e482ae98,cama_mesa_banho,89.9,cama_mesa_banho
MG,b3129f40b427408e82987db1b30eefd9,cama_mesa_banho,73.5,cama_mesa_banho
MG,b35ce9c1e37f5b0f4134da0fe4c93b84,cama_mesa_banho,279.6,cama_mesa_banho
MG,b45755e01d70d935e074cdde682bed74,cama_mesa_banho,449.5,cama_mesa_banho
MG,bbc9e653c2f5794542ac3867ab5ab757,cama_mesa_banho,398.5,cama_mesa_banho
MG,bc9f168ac01066f4f007d17ee4e2ea6a,cama_mesa_banho,29.9,cama_mesa_banho
MG,bee84ad17517656f609763f0b124c7e6,cama_mesa_banho,89.9,cama_mesa_banho
MG,c0603988d17e4588dfce0f7f01978557,cama_mesa_banho,291.76,cama_mesa_banho
MG,c36a207be2a4ee8f04bd838f97f1711c,cama_mesa_banho,94.5,cama_mesa_banho
MG,c689470c5a069795896edc7b896d9251,cama_mesa_banho,565.7,cama_mesa_banho
MG,c89267ee22b330121259fdd56cee5696,cama_mesa_banho,446.7,cama_mesa_banho
MG,cd304278981c392c0b5ea2de4bcb6e2b,cama_mesa_banho,99.8,cama_mesa_banho
MG,d4fe034cde911805af12724d73fde7e0,cama_mesa_banho,579.3,cama_mesa_banho
MG,d5d6b56db7971e5aeb2c676fa9821d65,cama_mesa_banho,609.85,cama_mesa_banho
MG,d6fad98893f5848590aee04c63832cd0,cama_mesa_banho,159.76,cama_mesa_banho
MG,d77688ff55bbbc28706814a06538c8bc,cama_mesa_banho,89.8,cama_mesa_banho
MG,dabc8335b58a49ec2f5fcb06255cd733,cama_mesa_banho,199.8,cama_mesa_banho
MG,db31f6c4f2b2a910fab39406640ef294,cama_mesa_banho,59.8,cama_mesa_banho
MG,dbe30cd7571498ff45963ea671014c6a,cama_mesa_banho,119.88,cama_mesa_banho
MG,dd6171dfce1d62dbf472f83fa352d309,cama_mesa_banho,49.9,cama_mesa_banho
MG,e66b4ebb16777b24037fe7eda706add9,cama_mesa_banho,89.9,cama_mesa_banho
MG,e8288cf2d07e2b1b0b889132fc8cd8d5,cama_mesa_banho,241.94,cama_mesa_banho
MG,ea9c7e08863cdaf1e40261c8b6c005a4,cama_mesa_banho,25.9,cama_mesa_banho
MG,eace264775d7cb8c0ec565d7746f661c,cama_mesa_banho,119.7,cama_mesa_banho
MG,eaf2df1ba085ead0c130576b6ad37b2c,cama_mesa_banho,159.8,cama_mesa_banho
MG,eb8851552616597cd924ef25f16706ed,cama_mesa_banho,69.97,cama_mesa_banho
MG,ec1870600ee2920073cba7a93211122c,cama_mesa_banho,259.9,cama_mesa_banho
MG,eebf94b514dfad1c44c4f066a94fb732,cama_mesa_banho,549.5,cama_mesa_banho
MG,ef69b63fe95d8d9ff6ac136f213db1bc,cama_mesa_banho,259.9,cama_mesa_banho
MG,f045db2493d42bb131ef8e37c3aef061,cama_mesa_banho,1559.4,cama_mesa_banho
MG,f23d24b737a58861ed576d2128c439e4,cama_mesa_banho,82.97,cama_mesa_banho
MG,f6192c622ef0023ec493f1929d602176,cama_mesa_banho,29.97,cama_mesa_banho
MG,f7fdb1768aa2ba6a019449b74810d43f,cama_mesa_banho,69.9,cama_mesa_banho
MG,fc04e723b53a7b372e081da67cf6aca2,cama_mesa_banho,74.9,cama_mesa_banho
MG,fcb300f1ac9a1231f70f3d2be2db9af2,cama_mesa_banho,69.97,cama_mesa_banho
MG,fcdb929c70287379ce31deed3f733d72,cama_mesa_banho,1469.3,cama_mesa_banho
PB,093f7389fa2eccda5e86add8da4aa19e,cama_mesa_banho,54.9,cama_mesa_banho
PB,181097c3de536f867a3c1dcfb06970de,cama_mesa_banho,133.8,cama_mesa_banho
PB,c477957dd9b5f51032f3631c50630585,cama_mesa_banho,94.8,cama_mesa_banho
PB,d8d6eb6c89543ae74874e910422e1089,cama_mesa_banho,125.0,cama_mesa_banho
PB,dc23131445c27852a44f8ad0d94b3d0f,cama_mesa_banho,140.0,cama_mesa_banho
PB,ee34e3cf023de19e886e2a55f714ddfa,cama_mesa_banho,49.9,cama_mesa_banho
PR,041b5d4393ea83147e2a07e55cd5359c,cama_mesa_banho,125.9,cama_mesa_banho
PR,120ed962437fbd2a403ab98f630d8e85,cama_mesa_banho,87.0,cama_mesa_banho
PR,12109f7ebba06bbaeb6448c770cb716e,cama_mesa_banho,89.9,cama_mesa_banho
PR,1b4a4a283a036d1473ff5be2a0d493a2,cama_mesa_banho,148.9,cama_mesa_banho
PR,1b88c133317c3f2b8c53b6048f2dc8b6,cama_mesa_banho,359.9,cama_mesa_banho
PR,1c45430f3f3063bdb54d28e87824ed34,cama_mesa_banho,375.0,cama_mesa_banho
PR,1d417ca09479182e9fdf13a1c77c309f,cama_mesa_banho,99.9,cama_mesa_banho
PR,23588f7d2da3b618063a218a390fdd0d,cama_mesa_banho,159.9,cama_mesa_banho
PR,2ab7dca60e8a55e3172c3e757111f25a,cama_mesa_banho,280.0,cama_mesa_banho
PR,2c264f8d74057022201e449be6150956,cama_mesa_banho,89.9,cama_mesa_banho
PR,300666e2638b1c8f5528bd23a6e9dea3,cama_mesa_banho,64.9,cama_mesa_banho
PR,34c7fd3fa27cf255abc9ac1f3120e35e,cama_mesa_banho,60.0,cama_mesa_banho
PR,3ea344b27741300cc4724d2a5af94460,cama_mesa_banho,335.7,cama_mesa_banho
PR,4025cbfac798d74f87c30ee87e6e9f70,cama_mesa_banho,585.0,cama_mesa_banho
PR,42a5c4d918ca01a2dcb5baf385d64200,cama_mesa_banho,279.9,cama_mesa_banho
PR,4363f22966358bced013833537034474,cama_mesa_banho,267.0,cama_mesa_banho
PR,4385083fee716d237634eed19cf376c9,cama_mesa_banho,49.9,cama_mesa_banho
PR,4710a0bdb9d5f433754a8c77de67ed88,cama_mesa_banho,7.5,cama_mesa_banho
PR,4ac533f3cdb87b7764bf5fd518a85bda,cama_mesa_banho,80.0,cama_mesa_banho
PR,4dfbe01419f983d397ed0439f090541d,cama_mesa_banho,239.9,cama_mesa_banho
PR,4e6b5c6e9884fdb15eccc9f5e83be842,cama_mesa_banho,119.9,cama_mesa_banho
PR,5c46bf87ac19e39122f9d63b8edf6e8f,cama_mesa_banho,89.9,cama_mesa_banho
PR,5c59756861f289b773f83871924200eb,cama_mesa_banho,379.6,cama_mesa_banho
PR,5c818ca21204caf8ce1599617751ff49,cama_mesa_banho,160.0,cama_mesa_banho
PR,658189cd5485002bcbcf43081e91581d,cama_mesa_banho,149.9,cama_mesa_banho
PR,66d59b954a33c0c14fc6b88548833370,cama_mesa_banho,439.7,cama_mesa_banho
PR,72c6ce77ce1addb023ae0e0c483b4193,cama_mesa_banho,240.0,cama_mesa_banho
PR,7304acc3196eb4cb479464c421de747f,cama_mesa_banho,375.0,cama_mesa_banho
PR,74fd207bb446a56583153f85de68b73c,cama_mesa_banho,120.0,cama_mesa_banho
PR,77b22dbf8c7b5ba7b64f212c1344f7a9,cama_mesa_banho,568.9,cama_mesa_banho
PR,79e193444d3b3ba2e2f28d0e0f9bd97a,cama_mesa_banho,60.0,cama_mesa_banho
PR,7d351c4e73f90af8f1e092a95bf57a3c,cama_mesa_banho,120.0,cama_mesa_banho
PR,7d761cef314675473eda87ecc3b7e751,cama_mesa_banho,77.9,cama_mesa_banho
PR,7ddb6ba690b14dee5c0f2d372e034cec,cama_mesa_banho,159.9,cama_mesa_banho
PR,7ea98051d29fdd0f6c015c6cdb4cb79f,cama_mesa_banho,199.0,cama_mesa_banho
PR,857dae9f7ebd67d5920e6543f24c3841,cama_mesa_banho,449.0,cama_mesa_banho
PR,8ce450d8a20c20e17ba1536a19f60d39,cama_mesa_banho,319.8,cama_mesa_banho
PR,8de065ea288024906fe52d09d8021df4,cama_mesa_banho,59.8,cama_mesa_banho
PR,9111e84f174a6bef20d95fa5d5f8dde2,cama_mesa_banho,84.99,cama_mesa_banho
PR,948c22764c5080442c29a9c3da89b40f,cama_mesa_banho,279.8,cama_mesa_banho
PR,95ed9ac528aa2547407e6dff356c12ba,cama_mesa_banho,239.7,cama_mesa_banho
PR,9969f7caa71f4ddb8127440e8d5890e8,cama_mesa_banho,449.9,cama_mesa_banho
PR,9b191ab94826390cd135c837fb7bc881,cama_mesa_banho,280.0,cama_mesa_banho
PR,9d6c66334a27b9dcf34b71cd371638de,cama_mesa_banho,139.8,cama_mesa_banho
PR,9d9352588abf60036a50fd28e3bec382,cama_mesa_banho,139.9,cama_mesa_banho
PR,a537bc52f4b925ec56cc9937a7601636,cama_mesa_banho,399.8,cama_mesa_banho
PR,a7363ecea2a94dac7cd78479fb39b0cd,cama_mesa_banho,240.0,cama_mesa_banho
PR,a846839e8367f61f140f082e5ffef625,cama_mesa_banho,120.0,cama_mesa_banho
PR,b32a26b904950912fc8f6c1f88019d1b,cama_mesa_banho,69.9,cama_mesa_banho
PR,ba141ee1157c8499edebf350c898084b,cama_mesa_banho,545.0,cama_mesa_banho
PR,ba31c397eec007a164fa766c6b90fa97,cama_mesa_banho,120.0,cama_mesa_banho
PR,bece4176ed6f09d246aedb44261b4c61,cama_mesa_banho,160.0,cama_mesa_banho
PR,c2367eda4f9623d0355dc5d7796d857a,cama_mesa_banho,649.9,cama_mesa_banho
PR,c9e924a76a8685bee9007aacab1341db,cama_mesa_banho,79.99,cama_mesa_banho
PR,ca210a9b56b93ad0b8f27c41e04da8b2,cama_mesa_banho,104.9,cama_mesa_banho
PR,ccf5e68c648cd737fa922dcc848d8d14,cama_mesa_banho,79.9,cama_mesa_banho
PR,d7a0d43b22866d7a8c1c22532daff378,cama_mesa_banho,219.9,cama_mesa_banho
PR,d7a2f0c3a43042d52cf8361958342c5d,cama_mesa_banho,119.8,cama_mesa_banho
PR,d8e68bbaf74b873af3726c252399e2c9,cama_mesa_banho,139.9,cama_mesa_banho
PR,d93d759b483dd2545be204be0fcdfb82,cama_mesa_banho,240.0,cama_mesa_banho
PR,daf7ec5956e0377c86e427d04ba0e315,cama_mesa_banho,140.0,cama_mesa_banho
PR,dd44ecaddb22d00c140856b180f5d9b4,cama_mesa_banho,119.9,cama_mesa_banho
PR,e8452a21116fc579999d65cb5279797a,cama_mesa_banho,49.9,cama_mesa_banho
PR,e97c75fa6d2e8a1b94aeb56327b25493,cama_mesa_banho,94.0,cama_mesa_banho
PR,ed194a0dca1f25a7f40e0a2992517a3e,cama_mesa_banho,374.9,cama_mesa_banho
PR,f03db1ea02e265f0f1a5ae2a5e0984a7,cama_mesa_banho,149.9,cama_mesa_banho
PR,f09f6223e88af7f6de46dec6a437458b,cama_mesa_banho,709.1,cama_mesa_banho
PR,f9d32dfeb09bfb527111ca6c7a06f2ee,cama_mesa_banho,109.9,cama_mesa_banho
PR,fac0337908b983ba98c810f03d25f278,cama_mesa_banho,160.0,cama_mesa_banho
PR,fc6ba6bf4b28fdad575e27b56cafe176,cama_mesa_banho,69.9,cama_mesa_banho
PR,fc8379cce9f27ea602b3c16f7eb121b3,cama_mesa_banho,49.9,cama_mesa_banho
RJ,063c331b19ce7f951a2abb159e30386a,cama_mesa_banho,194.7,cama_mesa_banho
RJ,08c5039f843aa1a03854fb33b713ef37,cama_mesa_banho,43.73,cama_mesa_banho
RJ,09e40d66cfc38cddf812d8a495376722,cama_mesa_banho,83.7,cama_mesa_banho
RJ,0dd8f23d6e66d8b4246e3068d13091f9,cama_mesa_banho,37.48,cama_mesa_banho
RJ,0ea4159212776c6cc70d802d45145353,cama_mesa_banho,15.9,cama_mesa_banho
RJ,165b735d5e65bee3592afb5d43af3397,cama_mesa_banho,139.8,cama_mesa_banho
RJ,19501e8fc293f90acb1b233f4c02e1ec,cama_mesa_banho,69.9,cama_mesa_banho
RJ,1ebd1450a2b8d51ffda696956426024a,cama_mesa_banho,54.99,cama_mesa_banho
RJ,249da6972f14b13495be6a75239e9a91,cama_mesa_banho,44.9,cama_mesa_banho
RJ,2655d926d7d25a339682b6d8b2d53a49,cama_mesa_banho,59.9,cama_mesa_banho
RJ,4673b61bd1649eb349682ceb2449e34b,cama_mesa_banho,31.96,cama_mesa_banho
RJ,48b099f6925c19d46ed5f013267681c2,cama_mesa_banho,209.4,cama_mesa_banho
RJ,4d777d8c652076edf63299034cc4c599,cama_mesa_banho,89.99,cama_mesa_banho
RJ,4ed8030b452688a37d26044e966eff12,cama_mesa_banho,137.0,cama_mesa_banho
RJ,536f5439f278dff98e415fce685cc77b,cama_mesa_banho,37.49,cama_mesa_banho
RJ,5483dc3f61a1d385ccc49cec3a560617,cama_mesa_banho,349.3,cama_mesa_banho
RJ,56a37c8f41558bf4f515e0a835083543,cama_mesa_banho,49.99,cama_mesa_banho
RJ,59ae536b07c3621a400369e60805398b,cama_mesa_banho,69.9,cama_mesa_banho
RJ,6520088dce31a24d4fafaf79cfc10baa,cama_mesa_banho,24.99,cama_mesa_banho
RJ,77adf2a023d22fa0414ef9fc947c1c25,cama_mesa_banho,24.99,cama_mesa_banho
RJ,7a754c36445d45f1992c14b2586c5ffa,cama_mesa_banho,74.9,cama_mesa_banho
RJ,7f9f228320c43765cfe30cdc090e0be4,cama_mesa_banho,99.99,cama_mesa_banho
RJ,895fc53d66ecb6c1afc40138dbc2a73c,cama_mesa_banho,29.9,cama_mesa_banho
RJ,8b8422bfeaebcd02e897666185ca2c2c,cama_mesa_banho,37.48,cama_mesa_banho
RJ,8c881951778b843dd2567fe997812ded,cama_mesa_banho,48.9,cama_mesa_banho
RJ,8dcd68068a61eed3028761a74238dd1e,cama_mesa_banho,59.99,cama_mesa_banho
RJ,8ebb1bc470f9bfd4017c0be0773211ad,cama_mesa_banho,99.8,cama_mesa_banho
RJ,94bb0da423501924c41368236d88e808,cama_mesa_banho,101.8,cama_mesa_banho
RJ,95882ad7734c1fb14cf538cf382b792d,cama_mesa_banho,44.99,cama_mesa_banho
RJ,97407223aaefebbaeb89d285e7c64f75,cama_mesa_banho,179.7,cama_mesa_banho
RJ,9c6d5d4aaea6884ee19112567691a1da,cama_mesa_banho,85.9,cama_mesa_banho
RJ,9d82a263e18f0b5ede827b8dd9825e74,cama_mesa_banho,199.98,cama_mesa_banho
RJ,a13cd9aaa328b21f5653ce455d88dce1,cama_mesa_banho,118.74,cama_mesa_banho
RJ,a3a10562c9d134b92f04b8cce298d037,cama_mesa_banho,44.98,cama_mesa_banho
RJ,a3fd6c4ecde9035c3e8dd4e0fd8b8048,cama_mesa_banho,159.2,cama_mesa_banho
RJ,a6d040e128bd9c3f2f4c04f27f3ffbf6,cama_mesa_banho,79.99,cama_mesa_banho
RJ,aa5a3fa92cb1221a38267376d25cfd8a,cama_mesa_banho,69.9,cama_mesa_banho
RJ,b7d4874bd1f4dcf0d73abaaee0bff5f6,cama_mesa_banho,26.9,cama_mesa_banho
RJ,c354569eefd558bf201d0aedf35608ed,cama_mesa_banho,683.88,cama_mesa_banho
RJ,c36bbb0e95d7546794ee5170baf0df93,cama_mesa_banho,93.7,cama_mesa_banho
RJ,c395a11dd90b985496c100861b7c4710,cama_mesa_banho,99.5,cama_mesa_banho
RJ,c3c47cc2c109b294de98015792804e64,cama_mesa_banho,85.9,cama_mesa_banho
RJ,c53ca80f7d74aa37ac1512e8d9a8cb6b,cama_mesa_banho,149.99,cama_mesa_banho
RJ,ca230e32eccabf9d497e3776f6801f5f,cama_mesa_banho,296.7,cama_mesa_banho
RJ,d40ab3a40d37ebabeaf061efefb4a40d,cama_mesa_banho,68.5,cama_mesa_banho
RJ,d6bd998d3d01aaf250bd790a3dab71ac,cama_mesa_banho,24.98,cama_mesa_banho
RJ,d6bdc30ad1fdc8e4ee7d1712df81357b,cama_mesa_banho,149.9,cama_mesa_banho
